Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Bikes
9,3.5,53,1,1338,-5.2,0.22,0,0,4,1,457
9,0.1,78,4.9,615,-3.2,0.09,0,0,2,1,160
2,17.9,60,0.8,2000,10,0,0,0,3,1,764
15,11.7,81,1.2,616,8.5,0.53,0,0,2,1,468
4,0.4,52,1.6,1816,-8.3,0,0,0,1,1,71
23,10.2,58,2.4,2000,2.2,0,0,0,2,1,668
14,18.7,39,1.3,2000,4.4,1.66,0,0,4,1,1122
0,10.8,80,1,1151,7.4,0,0,0,4,1,708
20,16.2,22,0.9,2000,-5.5,0,0,0,2,1,1359
11,12.4,82,0.6,507,9.4,0.34,0,0,4,1,608
13,9.2,13,1.6,1776,-17.8,1.86,0,0,4,1,681
16,-4.5,26,2.2,2000,-21.1,0.56,0,0,1,1,278
1,2.8,87,0.8,462,0.8,0,0,0,2,1,140
17,27.6,47,3.3,2000,15.2,1.49,0,0,4,1,1993
8,5.1,67,0.3,1981,-0.5,0.24,0,0,4,1,1888
3,-4.4,37,1.7,1989,-16.9,0,0,0,1,1,36
0,4.2,76,2.1,870,0.3,0,0,0,4,1,626
4,20,81,2,1313,16.6,0,0,0,4,1,160
16,7.5,37,0.9,813,-6.2,0.48,0,0,1,1,365
20,25,61,1.1,2000,16.9,0,0,0,4,1,1869
22,3.5,54,1.5,1446,-4.9,0,0,0,1,1,354
19,16.9,19,0.5,2000,-6.9,0.06,0,0,2,1,1641
17,7.2,57,3.3,342,-0.7,0.19,0,0,1,1,380
4,18,93,1.6,627,16.8,0,10.5,0,3,1,72
22,4.2,82,0.9,405,1.3,0,0,0.4,4,1,496
13,10.4,38,2.4,1959,-3.3,2.99,0,0,2,1,715
2,14.8,85,0.4,1831,12.2,0,0,0,2,1,404
21,1.8,92,1.1,109,0.6,0,0.2,0,1,1,64
6,-8.1,59,0.7,1915,-14.7,0,0,1.6,1,1,95
14,13.9,26,2.5,1537,-5.3,2.99,0,0,2,1,921
19,-1.8,41,2.1,2000,-13.3,0,0,0,1,1,184
13,-1.5,33,3.8,2000,-15.7,1.18,0,0,1,1,244
18,4.9,63,0.6,677,-1.5,0,0,0,1,1,671
14,16.1,37,2.4,315,1.3,2.62,0,0,2,1,882
4,-11.7,51,1.2,2000,-19.8,0,0,0,1,1,20
5,1.1,68,0.6,2000,-4.1,0,0,0,4,1,162
8,5.3,75,1,808,1.2,0.1,0,0,4,1,1686
22,14.8,59,1,1740,6.8,0,0,0,2,1,1588
6,5.6,85,1.2,769,3.2,0,0,0,2,1,102
20,31.1,64,2.7,1770,23.4,0.02,0,0,3,1,1836
12,1.2,58,0.8,550,-6.1,0.74,0,0,1,1,226
23,5,75,1.1,835,0.9,0,0,0,4,1,687
13,24.3,50,2.9,2000,13.2,2.37,0,0,4,1,1119
19,-0.5,43,2.5,1666,-11.5,0,0,0,1,1,379
20,12.9,42,2.8,1047,0.2,0,0,0,2,1,835
5,1.6,62,4.9,1372,-4.9,0,0,0,2,1,57
12,24,51,1.8,2000,13.2,2.29,0,0,3,1,1202
1,6.6,66,1,2000,0.6,0,0,0,4,1,324
11,21,45,1.6,2000,8.6,2.89,0,0,2,1,956
9,22.3,86,1,2000,19.8,0.42,0,0,3,1,1061
0,21.4,97,0.1,404,20.8,0,0,0,4,1,500
8,7,64,0.8,683,0.6,0.03,0,0,4,1,1692
18,32.8,63,1.3,1799,24.8,0.31,0,0,3,1,1956
7,15.7,68,0.9,2000,9.8,0.05,0,0,4,1,366
10,25.5,33,1.1,1815,0,2.52,0,0,3,1,1044
2,27.8,79,1.4,1049,23.8,0,0,0,3,1,537
10,8.2,89,0.4,1365,6.4,0.39,0,0,4,1,330
6,27.6,84,1.2,1123,24.6,0.01,0,0,3,1,614
7,-5,85,0.7,186,-7.1,0,0,1.8,1,1,96
14,26.8,31,2.8,2000,8.2,2.96,0,0,4,1,1554
8,15.2,97,1,414,14.7,0.08,2,0,2,1,16
3,-5.2,48,0.7,1309,-14.5,0,0,0,1,1,78
1,27.6,79,1,1261,23.6,0,0,0,3,1,718
22,1.5,82,2.4,537,-1.2,0,0,2.6,1,1,160
22,8.1,76,0.8,492,4.1,0,0,0,2,1,70
16,18,26,2.1,2000,-1.8,1.45,0,0,4,1,1409
22,7.2,96,1,700,6.5,0,0,0,2,1,77
17,11.1,42,2.2,765,-1.3,0.34,0,0,2,1,603
13,7.7,95,1.9,442,6.9,0.4,0,0,2,1,84
13,4.2,22,3.9,1812,-15.6,2.21,0,0,1,1,370
18,24.8,48,1.4,2000,13,0.51,0,0,4,1,0
21,25.6,56,0.7,884,16.1,0,0,0,2,1,1944
8,28.8,56,1.4,2000,19.1,1.08,0,0,3,1,1646
13,16.4,94,0.9,1947,15.4,0.78,0,0,2,1,211
14,28.7,36,2.6,1853,12.1,3.21,0,0,2,1,1128
5,8.3,81,2,1060,5.2,0,0.1,0,2,1,18
0,20,83,2.6,547,17,0,0,0,3,1,1083
11,6.3,41,1.3,1519,-6,2.12,0,0,2,1,475
8,17.8,52,0.6,1094,7.8,1.18,0,0,2,1,763
13,34.4,41,2.9,1970,19.2,2.33,0,0,3,1,622
17,25.4,44,1.2,2000,12.2,0.84,0,0,4,1,2171
14,23.9,47,1,2000,11.8,0.97,0,0,3,1,1075
8,29.3,63,0.9,1810,21.5,0.76,0,0,3,1,1708
18,0.1,43,0.9,1485,-11,0,0,0,1,1,682
0,25.9,79,0.3,2000,21.9,0,0,0,3,1,971
16,30,67,2,1698,23.1,1.46,0,0,3,1,1291
17,1.3,93,1.2,81,0.2,0.03,0,0.2,1,1,43
8,3,94,0.3,444,2.1,0.01,0,0,2,1,88
13,21.9,48,2.5,1113,10.3,2.14,0,0,2,1,818
18,18.9,30,2.6,1995,0.9,1.05,0,0,2,1,1882
19,30.4,59,2.4,1972,21.4,0.69,0,0,3,1,1797
11,-1.5,46,2.5,1906,-11.6,0.56,0,3,1,1,144
20,13.6,70,1.4,1392,8.2,0,0,0,4,1,1433
7,2.5,24,0.2,1306,-16,0,0,0,4,1,796
20,14.4,61,2.3,1945,6.9,0,0,0,4,1,1306
18,30.1,37,2.1,2000,13.8,0.88,0,0,3,1,1979
12,17.3,95,0.7,155,16.4,0.16,3.5,0,2,1,63
2,-6,39,1,2000,-17.7,0,0,0,1,1,173
9,-1.1,53,0.9,1308,-9.4,0.72,0,0,1,1,416
23,6.9,44,3.3,2000,-4.5,0,0,0,2,1,382
11,-0.5,64,0.7,537,-6.4,0.49,0,0,1,1,174
15,27.2,69,3.5,963,21,0.95,0,0,3,1,982
12,-2,30,1.4,1728,-17.3,1.14,0,0,1,1,355
18,27,33,2.2,822,9.3,1.07,0,0,2,1,2020
8,14.1,38,1,2000,0,0.72,0,0,2,1,524
21,21.4,54,1.5,2000,11.6,0,0,0,3,1,2337
17,-3.8,35,2.4,2000,-17,0.17,0,0,1,1,266
2,0.6,66,0.5,1368,-5,0,0,0,4,1,300
16,28.2,71,1.7,2000,22.4,0.96,0,0,3,1,1105
3,11.9,71,0.7,853,6.7,0,0,0,2,1,221
6,16.2,70,0.3,2000,10.7,0,0,0,4,1,322
9,-9.9,49,0.8,1624,-18.6,0.2,0,0,1,1,254
23,16.6,53,1.1,2000,6.9,0,0,0,4,1,0
4,-5.3,53,2.4,1936,-13.4,0,0,0,1,1,71
5,28.3,74,2.4,1378,23.2,0,0,0,3,1,299
11,23.6,63,0.7,523,16.1,0.93,0,0,3,1,1146
19,14.9,49,2.1,2000,4.2,0,0,0,4,1,1878
11,29.9,57,1.7,1992,20.4,0.88,0.1,0,3,1,711
5,29.2,62,2.1,1835,21.1,0,0,0,3,1,234
12,16.4,48,2.1,653,5.3,1.68,0,0,4,1,971
16,19.6,54,3.9,1154,10,2.41,0,0,2,1,0
3,6.1,67,2.6,2000,0.4,0,0,0,2,1,102
20,0.6,33,1.9,2000,-13.8,0,0,0,1,1,213
17,25.1,70,2.2,796,19.2,0.48,0,0,3,1,2115
15,11.9,32,1.9,1976,-4.3,2.62,0,0,2,1,923
6,18.3,71,0.9,2000,12.9,0,0,0,3,1,216
2,2.2,80,1.4,615,-0.8,0,0,0,2,1,216
11,16.9,27,1.5,1354,-2.2,2.66,0,0,2,1,822
23,23.9,71,4.7,1982,18.3,0,0,0,4,1,562
12,5.3,70,0.9,226,0.2,1.73,0,1.7,1,1,283
7,-3.2,69,0.5,1249,-8,0,0,0,1,1,344
4,11,82,0.1,951,8,0,0,0,4,1,152
20,-11.6,49,1.8,1953,-20.1,0,0,0,1,1,177
11,32.1,49,1.6,1874,20,2.63,0,0,3,1,710
22,27.5,82,0.4,1228,24.1,0,0,0,3,1,1494
3,-5.3,76,1,767,-8.8,0,0.3,0.5,1,1,32
18,-7.9,43,3.3,2000,-18.3,0,0,0,1,1,557
12,1.1,34,0.9,1455,-13,0.6,0,0,1,1,278
4,28.5,74,2.6,1549,23.4,0,0,0,3,1,212
21,31.6,63,1.2,1980,23.6,0,0,0,3,1,1437
20,17.3,53,1.9,2000,7.6,0.01,0,0,2,1,1979
14,33,56,2.5,879,23,1.33,0,0,3,1,706
11,20.2,63,2.8,1195,12.9,1.25,0,0,4,1,0
4,1.6,63,0.3,2000,-4.6,0,0,0,4,1,150
2,11.1,74,1.9,2000,6.6,0,0,0,2,1,526
3,29.6,50,2.1,1970,18,0,0,0,3,1,238
23,-8.7,42,2.1,1981,-19.3,0,0,0,1,1,81
4,11,69,0.6,1510,5.5,0,0,0,4,1,145
23,-3.8,35,2.3,2000,-17,0,0,0,1,1,186
2,5.6,76,1.6,641,1.6,0,0,0,1,1,312
9,-3.8,49,1.6,1371,-12.9,0.18,0,0,1,1,143
2,2.8,74,1.2,415,-1.3,0,0,0,2,1,155
1,9,36,1,1994,-5.3,0,0,0,2,1,421
6,11,70,3.1,900,5.7,0,0,0,4,1,0
17,13.6,46,1.8,1374,2.1,0.31,0,0,4,1,1532
5,-7.3,75,1.6,2000,-10.9,0,0,0.8,1,1,39
18,10.4,98,2.5,116,10,0.03,0,0,2,1,676
17,-2.1,37,1.4,1591,-14.8,0.09,0,0,1,1,397
20,31,64,2.9,1992,23.3,0.01,0,0,3,1,1847
19,30.6,57,1.4,1529,21.1,0.58,0,0,3,1,2326
15,29,38,3.4,749,13.2,2.12,0,0,3,1,1250
17,-5.7,30,3.6,1978,-20.5,0.4,0,0,1,1,239
14,31.6,25,2.3,1780,9.1,3.21,0,0,3,1,1087
0,32.1,67,1.1,1077,25.1,0,0,0,3,1,763
6,6.5,88,1.2,417,4.6,0,0.2,0,2,1,91
19,17.1,51,2.5,1223,6.8,0.06,0,0,2,1,1999
12,0.9,29,1.9,1761,-15.1,0.88,0,0,1,1,293
2,16,56,1.5,2000,7.2,0,0,0,4,1,0
3,-0.6,43,1.7,1316,-11.6,0,0,0,1,1,93
4,0.8,65,0.7,502,-5,0,0,0,1,1,51
7,25.4,60,1.4,1879,17,0.16,0,0,3,1,1285
19,17.5,61,2.2,758,9.8,0.11,0,0,2,1,1260
5,20.5,70,1.2,2000,14.8,0,0,0,4,1,248
8,21.2,52,1.6,1998,10.9,1.2,0,0,3,1,832
10,30.6,67,0.7,1354,23.7,1.2,0,0,3,1,639
12,2.4,52,0.9,1224,-6.4,1.08,0,0,1,1,405
4,14,70,1.5,1648,8.6,0,0,0,2,1,82
3,24.1,97,2.5,1989,23.5,0,1.5,0,3,1,81
18,20.3,93,1.3,1832,19.1,0.22,0.5,0,3,1,140
6,23.8,89,3.3,882,21.8,0,1.5,0,3,1,73
20,32.2,52,2.3,2000,21,0.02,0,0,3,1,1702
15,10.2,58,2,573,2.2,0.29,0,0,4,1,832
12,6.9,59,0.9,669,-0.5,1.31,0,2.2,4,1,700
11,17.8,26,2.6,1822,-1.9,2.37,0,0,2,1,739
15,10.2,34,2.3,1919,-4.9,1.19,0,0,2,1,620
9,28.4,65,1.2,806,21.1,1.69,0,0,3,1,1029
0,11.7,77,1.3,588,7.7,0,0,0,2,1,537
21,17,85,1.1,597,14.4,0,0.5,0,2,1,58
19,-5.4,27,3,2000,-21.5,0,0,0,1,1,317
7,-15.1,45,0.9,2000,-24.4,0,0,0,1,1,189
13,34,47,1.4,2000,21,2.24,0,0,3,1,704
12,28.2,34,2.6,1867,10.8,3.26,0,0,3,1,1076
20,16.8,29,4.3,1971,-1.3,0.01,0,0,2,1,1651
22,22.9,56,1.3,1927,13.6,0,0,0,3,1,1373
15,-4.5,31,4.3,1979,-19.1,1.91,0,0,1,1,210
0,-14.6,34,3.9,2000,-27,0,0,0.9,1,1,90
13,22.7,35,3.4,1794,6.4,2.51,0,0,2,1,1408
8,-2.1,71,1.7,610,-6.6,0.06,0,0,1,1,727
19,16,60,2.8,1436,8.2,0.06,0,0,2,1,1288
3,18.2,52,1.5,2000,8.1,0,0,0,4,1,261
5,17.8,91,2.2,393,16.3,0,0,0,3,1,288
15,15.3,37,1.8,1774,0.6,1.5,0,0,4,1,980
23,6.4,59,1.1,961,-1,0,0,0,2,1,422
13,15.7,41,2.3,1322,2.4,2.01,0,0,4,1,1028
15,36.5,35,3,1355,18.5,2.71,0,0,3,1,785
17,7.6,36,5.3,2000,-6.5,1.8,0,0,2,1,908
2,20.1,67,1.1,2000,13.7,0,0.1,0,3,1,403
13,36.9,39,1.5,2000,20.6,2.46,0,0,3,1,591
18,-1.4,79,1.6,702,-4.5,0,0.1,2.2,1,1,329
23,19.5,72,0.6,1989,14.3,0,0,0,3,1,1657
1,2.6,67,2.7,1053,-2.9,0,0,0,2,1,225
17,10.2,27,2.8,1826,-8,1.22,0,0,2,1,883
19,32.6,60,3.5,1982,23.8,0.37,0,0,3,1,1983
10,21.7,60,1.7,1540,13.5,1.44,0,0,4,1,868
4,27.4,69,1,2000,21.2,0,0,0,3,1,266
11,30.7,63,3.4,1323,22.8,1.13,0,0,3,1,749
17,9.6,38,3.2,1606,-4,1.35,0,0,2,1,999
9,11.2,86,1,372,8.9,0.09,0.5,0,4,1,740
0,27,62,0.6,2000,19,0,0,0,3,1,818
5,7.7,73,0,2000,3.1,0,0,0,4,1,162
4,2.2,93,1.1,265,1.1,0,0,0.3,4,1,99
13,13.5,46,3.4,1325,2,2.71,0,0,2,1,1229
8,25.7,66,0.9,1976,18.8,0.64,0,0,3,1,1990
22,24.3,97,2.1,1028,23.7,0,4.5,0,3,1,74
3,26.3,63,0.2,2000,18.6,0,0,0,3,1,438
2,11.7,72,0.6,915,6.8,0,0,0,2,1,322
3,20.4,59,1,2000,12.1,0,0,0,3,1,545
23,1.9,43,1.3,1909,-9.3,0,0,0,4,1,584
23,7.7,50,1,1988,-2,0,0,0,4,1,527
10,8.6,95,2.5,578,7.8,0.2,4,0,2,1,12
17,18.4,54,3.2,605,8.9,1.05,0,0,2,1,960
10,11.1,51,0.8,679,1.3,1.38,0,0,4,1,747
6,8.3,35,0.3,2000,-6.2,0,0,0,2,1,368
23,29.1,77,0.4,1552,24.6,0,0,0,3,1,1180
8,12,87,1,296,9.8,0.1,1,0,2,1,20
17,-2.4,85,0.3,174,-4.5,0.06,0,0.6,1,1,53
1,-2.1,56,0.8,1732,-9.7,0,0,0,1,1,108
19,18.7,53,2.7,753,8.9,0.24,0,0,2,1,1812
22,-2.2,55,1.4,2000,-10,0,0,0,1,1,299
9,24.2,64,1.2,1985,16.9,1.48,0,0,3,1,725
1,19,97,1.5,278,18.5,0,1,0,2,1,116
6,-15.7,29,2.5,2000,-29.7,0,0,0.9,1,1,71
18,17.1,31,3.3,1501,-0.1,0.93,0,0,2,1,1727
17,15.7,63,3.2,1118,8.6,0.39,0,0,4,1,1604
5,2.9,66,0.8,325,-2.8,0,0,0,1,1,72
20,19,26,1.5,2000,-0.9,0.02,0,0,2,1,1846
6,-4.3,70,1.6,1169,-8.9,0,0,2.6,1,1,78
5,26.7,75,0.3,1871,21.8,0,0,0,3,1,199
9,-5.9,36,5.1,1941,-18.6,0.1,0,0,1,1,326
22,13.5,15,2.2,2000,-12.6,0,0,0,2,1,1142
11,10.3,40,0.7,1672,-2.7,1.66,0,0,4,1,785
21,19.3,50,1.7,1381,8.6,0,0,0,2,1,1838
12,19.9,44,2.7,1874,7.2,2.22,0,0,2,1,813
9,-2.8,52,2.9,1895,-11.3,0.16,0,0,1,1,293
16,21.5,78,1.2,2000,17.4,0.51,0,0,4,1,1550
13,-12,25,6,1887,-28,1.27,0,0.9,1,1,140
2,3.3,73,1.2,288,-1,0,0,0,1,1,137
4,2.1,33,0.5,1981,-12.5,0,0,0,4,1,107
16,36.8,30,2.8,1756,16.3,2.41,0,0,3,1,883
8,23.5,44,1.7,1944,10.5,0.98,0,0,3,1,1918
14,3,28,3.8,1956,-13.7,1.1,0,0,1,1,262
15,19.9,58,2.5,1348,11.3,0.51,0,0,2,1,961
21,33.3,63,1.2,1304,25.2,0,0,0,3,1,1535
14,16.7,88,1.5,1760,14.6,0.72,0,0,2,1,697
9,-6.5,54,1.2,1541,-14.2,0.22,0,0,1,1,280
13,23.3,45,1.8,684,10.6,2.96,0,0,2,1,1019
3,19.1,84,0.6,421,16.3,0,0,0,3,1,535
19,12.1,67,1.5,430,6.1,0,0,0,4,1,957
6,7.1,55,1.8,1780,-1.3,0,0,0,2,1,375
11,14.1,62,1.6,2000,6.9,1.08,0,0,2,1,710
20,14.2,56,1.8,2000,5.5,0,0,0,4,1,1512
5,10.9,68,3.1,1034,5.2,0,0,0,4,1,0
21,9.3,52,1.5,2000,0,0,0,0,4,1,1398
22,24.4,67,1.6,2000,17.8,0,0,0,3,1,1941
1,0.6,96,2.1,118,0,0,0,4,1,1,55
16,20.9,20,2,1976,-2.9,1.35,0,0,4,1,1813
14,-0.5,44,1,1793,-11.2,0.71,0,1.7,1,1,243
6,4.2,50,0.6,633,-5.3,0,0,0,2,1,113
5,1,68,0.6,1519,-4.2,0,0,0,1,1,56
8,31.6,50,1.1,1943,19.9,0.76,0,0,3,1,1579
6,1.7,58,3.8,1189,-5.6,0,0,0,2,1,108
12,22.9,35,0.8,1948,6.6,3.05,0,0,2,1,1414
9,12,39,0.6,1386,-1.5,1.44,0,0,2,1,1013
12,1.5,20,2.8,1992,-19,1.03,0,0,1,1,225
13,14.6,38,1.9,315,0.4,2.75,0,0,2,1,784
20,-8.4,42,1,2000,-19,0,0,0,1,1,260
19,28.5,45,1.6,2000,15.4,0.23,0,0,3,1,2127
17,11.3,41,1.8,2000,-1.4,0.51,0,0,4,1,1462
10,20.7,55,1.8,1698,11.3,1.43,0,0,2,1,1119
13,18.9,33,1.8,2000,2.2,2.43,0,0,4,1,1190
18,9.6,79,1.8,2000,6.1,0.39,0,0,2,1,706
11,-6.8,28,2.1,1986,-22.3,0.88,0,0,1,1,213
11,16.7,37,0.7,1074,1.9,1.74,0,0,4,1,941
8,-0.8,69,3.5,954,-5.7,0.01,0,0,1,1,937
9,3.8,58,2,1785,-3.7,0.49,0,0,2,1,566
19,32,57,2.9,2000,22.4,0.48,0,0,3,1,1277
0,-8.1,41,2,2000,-19,0,0,0,1,1,175
17,26.9,45,3.5,990,13.9,1.64,0,0,2,1,2060
3,9.4,81,0.3,500,6.2,0,0,0,4,1,0
14,1.7,20,4.4,1995,-18.9,0.91,0,0,1,1,302
11,31.9,53,1.2,2000,21.1,2.33,0,0,3,1,697
14,18,31,1.2,1506,0.5,1.98,0,0,4,1,1160
17,4.1,60,2.5,1565,-2.9,0.1,0,0,1,1,239
0,-10.4,49,2.4,2000,-19,0,0,0,1,1,98
13,2.5,36,3.7,1578,-11,1.15,0,0.7,1,1,267
1,2.5,75,1.5,786,-1.4,0,0,0,2,1,283
4,4.9,63,0,1397,-1.5,0,0,0,4,1,133
2,22.2,96,0.8,269,21.5,0,0.2,0,3,1,345
15,3.1,25,3.9,2000,-15,0.9,0,0,1,1,300
3,10.3,68,0.7,887,4.6,0,0,0,2,1,184
11,6.9,46,2.1,1541,-3.9,2.33,0,0,2,1,565
6,14.9,64,0.5,424,8.1,0,0,0,2,1,397
23,20.2,68,1.2,1963,14,0,0,0,4,1,1293
9,15.7,49,1.6,2000,5,2,0,0,2,1,932
4,8.1,78,0.6,2000,4.4,0,0,0,4,1,165
2,24.5,59,0.3,2000,15.9,0,0,0,3,1,611
13,2.6,27,0.8,1120,-14.5,0.82,0,0,1,1,268
2,10.8,72,0.4,639,5.9,0,0,0,2,1,261
10,11,49,0.7,957,0.6,1.4,0,0,4,1,0
6,20.7,97,0.3,1262,20.2,0,1,0,3,1,40
17,31.5,42,2.3,990,17,1.36,0,0,3,1,2008
13,-2.4,22,2.5,1866,-21.2,1.16,0,0,1,1,206
1,-7.9,52,3.7,1961,-16,0,0,0,1,1,69
10,32.4,48,1.9,1952,19.9,2.33,0,0,3,1,473
14,29.5,62,2.7,1941,21.4,1.79,0,0,3,1,999
4,-11.6,47,2.1,1982,-20.6,0,0,0,1,1,46
7,4.6,76,0.7,2000,0.7,0,0,0,4,1,1070
17,25.1,51,2.4,1714,14.2,1.15,0,0,3,1,2328
1,16.9,61,1,844,9.3,0,0,0,2,1,610
13,27.1,66,2.6,1895,20.1,1.54,0,0,3,1,827
12,12.4,90,1.1,297,10.7,0.19,1,0,4,1,29
10,-3.5,39,2,1946,-15.4,0.54,0,0,1,1,204
13,1.4,37,4,1681,-11.7,2.95,0,0,2,1,358
18,16.6,33,3.4,1182,0.2,0.86,0,0,2,1,1918
10,14.7,61,2,945,7.2,0.64,0,0,2,1,566
14,20.3,30,1.8,2000,2.1,1.01,0,0,2,1,1680
2,-4.7,33,0.1,2000,-18.5,0,0,0,1,1,86
12,1.7,20,3,1983,-18.9,2.28,0,0,1,1,174
22,26.3,48,0.8,2000,14.4,0,0,0,3,1,1681
21,3.1,58,0.4,936,-4.3,0,0,0,1,1,213
6,8.1,66,0.6,415,2.1,0,0,0,2,1,231
2,17,73,1.6,1184,12.1,0,0,0,2,1,275
18,13.6,89,2.3,638,11.8,0.09,0,0,2,1,518
7,16.9,55,1.4,2000,7.7,0.07,0,0,4,1,1556
23,21.7,74,1.4,920,16.8,0,0,0,3,1,1323
9,14,54,1.5,1054,4.8,1.37,0,0,2,1,1027
20,13.8,52,1.6,1341,4,0,0,0,4,1,1306
23,-4.9,80,0.7,690,-7.8,0,0,0.2,1,1,80
6,19,84,0.5,440,16.2,0.05,0,0,3,1,381
16,5.9,34,2.9,1985,-8.7,0.55,0,0,4,1,759
0,20.7,57,1.8,2000,11.8,0,0,0,4,1,792
23,3.8,83,1.1,390,1.1,0,0,0.4,4,1,379
5,5.2,59,1.7,437,-2.1,0,0,0,1,1,62
16,24.2,28,1.7,2000,4.5,1.86,0,0,4,1,1955
1,30,52,1.5,1774,19,0,0,0,3,1,542
11,-8.1,24,3.6,1761,-25.1,0.91,0,0,1,1,166
9,17.6,30,1.1,1531,0,1.79,0,0,2,1,1226
8,19.7,98,0.5,1958,19.3,0.12,13.5,0,2,1,152
7,-12.1,50,2.3,1929,-20.4,0,0,0,1,1,280
19,21.1,44,2.6,1512,8.3,0.41,0,0,2,1,2334
1,28,61,3.9,1890,19.7,0,0,0,3,1,690
22,32.9,64,1,1088,25.1,0,0,0,3,1,1375
5,14.5,60,1.4,2000,6.8,0,0,0,4,1,0
0,28.9,66,2.2,2000,21.9,0,0,0,3,1,939
21,32.7,51,2.8,2000,21.2,0,0,0,3,1,1719
8,6,64,1.1,1920,-0.3,0.42,0,0,4,1,1996
11,16.6,96,0.7,539,15.9,0.41,0,0,2,1,352
1,28,71,0.6,1799,22.2,0,0,0,3,1,636
3,-2.8,57,0.5,1995,-10.1,0,0,0,1,1,71
22,-9.7,45,1.3,2000,-19.4,0,0,0,1,1,78
4,5.1,54,1.2,550,-3.4,0,0,0,2,1,122
5,20.2,97,1.2,528,19.7,0,0,0,4,1,219
5,9.5,76,0.8,1962,5.4,0,0,0,2,1,20
23,16.4,80,1.5,642,12.9,0,0,0,2,1,1158
1,-3.3,41,0.7,2000,-14.7,0,0,0,1,1,230
3,18.4,57,1.3,2000,9.7,0,0,0,4,1,297
12,-4.6,32,4.2,1874,-18.8,1.43,0,0,1,1,202
11,23.4,62,1.8,603,15.6,2.87,0,0,3,1,967
8,7.2,80,0.8,515,3.9,0.13,0,0,4,1,1975
6,22.3,93,0.6,1262,21.1,0.01,0.4,0,3,1,60
11,33.8,45,1.9,1928,20.2,2.74,0,0,3,1,499
9,0.1,91,0.8,265,-1.1,0.14,0,0.8,1,1,415
2,29.8,53,1.4,2000,19.1,0,0,0,3,1,492
1,8.5,70,0.2,1856,3.3,0,0,0,4,1,739
7,2.9,84,1.9,241,0.4,0,0,0,2,1,119
2,13.9,0,0.9,2000,-2.1,0,0,0,2,1,262
4,2.7,82,2.8,222,0,0,0,0,1,1,63
8,28.2,68,1.3,2000,21.7,0.41,0,0,3,1,1660
9,-7.9,48,1.2,1926,-17,0.14,0,0,1,1,340
19,-13.2,33,2.4,1863,-26.1,0,0,0.3,1,1,171
7,21.3,44,0.5,1911,8.5,0.2,0,0,3,1,622
3,-2.9,89,1.3,288,-4.4,0,0,2.2,1,1,79
12,7.1,50,2.2,909,-2.6,2.47,0,0,2,1,650
9,0.8,47,0.9,1070,-9.2,0.05,0,0,1,1,387
17,13.2,36,3.6,2000,-1.5,0.55,0,0,4,1,1685
11,18.9,91,1.8,1938,17.3,0.64,0.5,0,4,1,98
5,20.3,87,1,251,18,0,0,0,3,1,235
13,19.4,32,1.1,1787,2.2,2.31,0,0,4,1,1154
20,16.9,41,3.1,1060,3.5,0,0,0,2,1,1499
3,10.2,60,1,1796,2.7,0,0,0,4,1,175
12,-8.3,32,1.8,1295,-22.1,1.99,0,0,1,1,165
4,21.2,86,0.5,1724,18.7,0,0,0,3,1,290
0,12.2,67,1.2,2000,6.2,0,0,0,2,1,689
18,28.1,60,1.9,959,19.5,1.05,0,0,3,1,3113
1,26.6,80,0,1485,22.8,0,0,0,3,1,787
20,30.7,73,2.8,1310,25.2,0.04,0,0,3,1,1565
3,-5.5,56,1.1,1453,-12.9,0,0,0,1,1,67
4,18.1,88,1.8,458,16,0,0,0,3,1,191
23,31.7,52,1.2,2000,20.6,0,0,0,3,1,1202
18,21.9,97,1.8,757,21.3,0.02,13,0,4,1,113
16,17.6,53,3.7,1735,7.8,1.4,0,0,2,1,890
20,22.8,45,2,2000,10.2,0,0,0,4,1,1944
21,15.8,97,0.6,193,15.3,0,0.5,0,2,1,25
7,25.2,80,0.2,1551,21.4,0.18,0,0,3,1,402
11,25,48,1.5,1986,13.2,2.95,0,0,3,1,1129
11,17,45,4.5,1966,4.9,2.04,0,0,4,1,959
0,-2.6,73,3.4,787,-6.7,0,0,0,1,1,217
11,32.7,48,2.2,1908,20.2,2.53,0,0,3,1,611
22,23.9,72,0.8,1098,18.5,0,0,0,3,1,1801
5,-5.1,48,3.2,1821,-14.4,0,0,0.9,1,1,52
14,20.2,24,1.5,2000,-1,1.8,0,0,4,1,1358
13,-5.4,32,5.1,1986,-19.5,1.24,0,0,1,1,241
20,-2.1,38,2,2000,-14.5,0,0,0,1,1,145
10,17,37,1.4,2000,2.1,0.94,0,0,2,1,899
10,20.3,97,1,103,19.8,0.12,9.5,0,3,1,9
12,-3.2,49,1.3,1723,-12.4,0.53,0,1.9,1,1,209
1,11.2,57,1.6,1533,2.9,0,0,0,2,1,554
4,16.4,59,1.7,2000,8.3,0,0,0,4,1,222
1,-4.6,52,2.1,1372,-12.9,0,0,0,2,1,108
13,20.8,23,1.7,1467,-1.1,3.18,0,0,2,1,1141
13,22.6,97,0.6,367,22,0.3,0.5,0,3,1,304
0,19.5,73,1.2,1916,14.5,0,0,0,4,1,0
2,-5.5,53,2.1,1980,-13.5,0,0,1.6,1,1,103
